species,Spnvisits
Ara_1260,320
Ara_1420,308
Ara_1444,383
Ara_1222,696
Ara_1867,1
Ara_1813,1468
Ara_1838,910
Ara_1252,747
Ara_1164,188
Ara_1139,303
Ara_1841,701
Ara_1729,510
Ara_1806,454
Ara_1472,190
Ara_1062,944
Ara_1902,10
Ara_1226,645
Ara_1696,155
Ara_1446,259
Ara_1818,102
Ara_1130,607
Ara_1532,74
Ara_1950,409
Ara_1073,569
Ara_1307,158
Ara_1285,129
Ara_1814,1184
Ara_1772,322
Ara_1588,853
Ara_1834,83
Ara_1354,374
Ara_1526,566
Ara_1911,411
Ara_1189,515
Ara_1118,28
Ara_1602,86
Ara_1505,246
Ara_1349,220
Ara_1611,441
Ara_1485,539
Ara_1714,931
Ara_1236,188
Ara_1899,48
Ara_1406,101
Ara_1359,53
Ara_1316,331
Ara_1296,16
Ara_1077,586
Ara_1043,55
Ara_1401,983
Ara_1606,146
Ara_1484,11
Ara_1306,97
Ara_1453,234
Ara_1497,64
Ara_1499,49
Ara_1051,162
Ara_1445,344
Ara_1608,37
Ara_1625,848
Ara_1263,162
Ara_1368,47
Ara_1100,351
Ara_1290,87
Ara_1230,306
Ara_1133,416
Ara_1279,156
Ara_1850,45
Ara_1545,222
Ara_1361,237
Ara_1218,268
Ara_1328,128
Ara_1632,267
Ara_1054,30
Ara_1173,20
Ara_1175,196
Ara_1474,176
Ara_1383,166
Ara_1930,140
Ara_1559,263
Ara_1768,43
Ara_1402,240
Ara_1676,93
Ara_1220,192
Ara_1925,37
Ara_1840,347
Ara_1896,13
Ara_1391,245
Ara_1362,142
Ara_1721,431
Ara_1932,84
Ara_1202,212
Ara_1533,733
Ara_1372,234
Ara_1767,14
Ara_1563,140
Ara_1621,145
Ara_1052,196
Ara_1114,17
Ara_1430,51
Ara_1955,807
Ara_1516,167
Ara_1519,319
Ara_1167,147
Ara_1183,541
Ara_1923,105
Ara_1924,91
Ara_1877,86
Ara_1700,535
Ara_1908,399
Ara_1666,483
Ara_1833,269
Ara_1448,256
Ara_1287,125
Ara_1835,324
Ara_1105,164
Ara_1934,176
Ara_1659,94
Ara_1335,123
Ara_1921,9
Ara_1148,374
Ara_1149,376
Ara_1755,373
Ara_1179,35
Ara_1166,574
Ara_1312,251
Ara_1231,208
Ara_1274,81
Ara_1156,273
Ara_1804,123
Ara_1847,6
Ara_1953,352
Ara_1046,21
Ara_1200,92
Ara_1816,128
Ara_1582,863
Ara_1789,248
Ara_1530,12
Ara_1567,6
Ara_1036,248
Ara_1097,613
Ara_1413,13
Ara_1524,149
Ara_1038,528
Ara_1363,14
Ara_1411,8
Ara_1886,0
Ara_1223,181
Ara_1644,294
Ara_1410,150
Ara_1050,125
Ara_1327,44
Ara_1208,44
Ara_1668,213
Ara_1920,41
Ara_1595,73
Ara_1689,344
Ara_1939,142
Ara_1697,28
Ara_1503,53
Ara_1471,12
Ara_1161,114
Ara_1436,2
Ara_1450,29
Ara_1367,11
Ara_1198,274
Ara_1722,39
Ara_1687,844
Ara_1028,98
Ara_1417,163
Ara_1212,58
Ara_1591,17
Ara_1399,212
Ara_1573,114
Ara_1302,99
Ara_1631,102
Ara_1919,5
Ara_1330,91
Ara_1605,5
Ara_1551,27
Ara_1238,472
Ara_1323,19
Ara_1693,26
Ara_1916,34
Ara_1055,87
Ara_1091,573
Ara_1273,301
Ara_1439,84
Ara_1271,163
Ara_1917,41
Ara_1861,48
Ara_1509,86
Ara_1800,65
Ara_1855,34
Ara_1933,30
Ara_1442,122
Ara_1108,34
Ara_1895,140
Ara_1903,6
Ara_1373,5
Ara_1900,304
Ara_1068,173
Ara_1739,101
Ara_1309,31
Ara_1881,30
Ara_1464,11
Ara_1672,175
Ara_1466,660
Ara_1727,59
Ara_1291,28
Ara_1956,8
Ara_1085,90
Ara_1858,94
Ara_1791,25
Ara_1535,32
Ara_1735,14
Ara_1624,158
Ara_1907,47
Ara_1959,237
Ara_1157,3
Ara_1762,28
Ara_1184,148
Ara_1836,89
Ara_1093,44
Ara_1773,77
Ara_1912,173
Ara_1623,71
Ara_1580,10
Ara_1629,54
Ara_1080,198
Ara_1500,29
Ara_1870,87
Ara_1874,37
Ara_1615,62
Ara_1817,62
Ara_1288,8
Ara_1942,3
Ara_1604,56
Ara_1424,121
Ara_1715,31
Ara_1958,48
Ara_1501,8
Ara_1457,12
Ara_1508,17
Ara_1754,59
Ara_1815,70
Ara_1692,9
Ara_1352,20
Ara_1390,361
Ara_1898,1
Ara_1809,243
Ara_1190,72
Ara_1265,20
Ara_1034,13
Ara_1071,22
Ara_1213,5
Ara_1318,4
Ara_1104,178
Ara_1561,1
Ara_1775,111
Ara_1044,1
Ara_1127,72
Ara_1807,13
Ara_1901,29
Ara_1656,10
Ara_1556,10
Ara_1699,55
Ara_1162,0
Ara_1553,64
Ara_1757,34
Ara_1144,1
Ara_1353,9
Ara_1397,9
Ara_1904,76
Ara_1029,49
Ara_1909,15
Ara_1258,18
Ara_1059,60
Ara_1482,8
Ara_1255,60
Ara_1852,87
Ara_1102,25
Ara_1292,19
Ara_1674,79
Ara_1638,64
Ara_1152,142
Ara_1885,155
Ara_1408,26
Ara_1675,29
Ara_1793,138
Ara_1280,9
Ara_1193,163
Ara_1393,54
Ara_1636,177
Ara_1637,13
Ara_1128,218
Ara_1948,5
Ara_1177,29
Ara_1092,67
Ara_1610,54
Ara_1269,96
Ara_1099,9
Ara_1521,3
Ara_1325,29
Ara_1618,22
Ara_1366,22
Ara_1957,3
Ara_1423,36
Ara_1370,2
Ara_1760,15
Ara_1547,0
Ara_1620,34
Ara_1683,86
Ara_1058,97
Ara_1506,10
Ara_1168,49
Ara_1748,57
Ara_1176,0
Ara_1744,31
Ara_1229,51
Ara_1796,1
Ara_1943,14
Ara_1268,6
Ara_1747,1
Ara_1527,2
Ara_1060,25
Ara_1927,2
Ara_1191,54
Ara_1186,1
Ara_1577,108
Ara_1188,8
Ara_1576,35
Ara_1769,2
Ara_1136,15
Ara_1824,36
Ara_1730,20
Ara_1669,6
Ara_1936,3
Ara_1646,3
Ara_1736,15
Ara_1382,4
Ara_1937,13
Ara_1480,69
Ara_1599,2
Ara_1872,2
Ara_1712,123
Ara_1831,16
Ara_1863,22
Ara_1866,2
Ara_1124,1
Ara_1110,345
Ara_1843,46
Ara_1906,27
Ara_1724,7
Ara_1869,0
Ara_1897,45
Ara_1893,25
Ara_1455,23
Ara_1053,63
Ara_1686,1
Ara_1698,16
Ara_1914,0
Ara_1441,13
Ara_1780,5
Ara_1154,0
Ara_1433,55
Ara_1502,16
Ara_1944,1
Ara_1138,133
Ara_1233,49
Ara_1340,16
Ara_1481,9
Ara_1057,204
Ara_1490,5
Ara_1830,28
Ara_1084,129
Ara_1766,3
Ara_1849,12
Ara_1752,15
Ara_1949,2
Ara_1101,5
Ara_1477,16
Ara_1313,30
Ara_1658,6
Ara_1250,5
Ara_1782,12
Ara_1694,5
Ara_1107,13
Ara_1832,54
Ara_1192,46
Ara_1267,8
Ara_1514,3
Ara_1027,15
Ara_1560,19
Ara_1681,0
Ara_1301,18
Ara_1134,55
Ara_1695,2
Ara_1384,0
Ara_1642,2
Ara_1170,5
Ara_1803,52
Ara_1310,4
Ara_1716,1
Ara_1654,2
Ara_1225,18
Ara_1764,5
Ara_1710,7
Ara_1756,11
Ara_1522,6
Ara_1224,1
Ara_1199,5
Ara_1865,3
Ara_1125,2
Ara_1732,37
Ara_1126,4
Ara_1295,6
Ara_1024,1
Ara_1371,0
Ara_1155,1
Ara_1476,3
Ara_1427,1
Ara_1603,2
Ara_1415,11
Ara_1096,2
Ara_1248,1
Ara_1187,1
Ara_1338,6
Ara_1520,5
Ara_1655,1
Ara_1403,35
Ara_1143,1
Ara_1926,2
Ara_1428,1
Ara_1661,2
Ara_1315,16
Ara_1088,15
Ara_1304,13
Ara_1341,4
Ara_1771,10
Ara_1737,3
Ara_1935,2
Ara_1987,101
Ara_1765,0
Ara_1990,6
Ara_1195,0
Ara_1657,12
Ara_1890,0
Ara_1635,6
Ara_1045,0
Ara_1348,2
Ara_1447,10
Ara_1774,135
Ara_1089,16
Ara_1103,2
Ara_1163,2
Ara_1245,3
Ara_1249,6
Ara_1246,5
Ara_1253,6
Ara_1256,8
Ara_1784,2
Ara_1182,1
Ara_1098,0
Ara_1337,1
Ara_1808,2
Ara_1947,0
Ara_1282,0
Ara_1954,2
Ara_1837,5
Ara_1240,4
Ara_1047,0
Ara_1558,0
Ara_1082,0
Ara_1570,5
Ara_1321,2
Ara_1810,0
Ara_1708,2
Ara_1882,0
Ara_1281,0
Ara_1141,0
Ara_1308,7
Ara_1360,0
Ara_1247,2
Ara_1607,0
Ara_1701,0
Ara_1158,1
Ara_1392,7
Ara_1626,1
Ara_1633,1
Ara_1146,6
Ara_1742,0
Ara_1905,1
Ara_1805,0
Ara_1498,0
Ara_1825,1
Ara_1478,0
Ara_1299,0
Ara_1197,0
Ara_1792,0
Ara_1030,0
Ara_1375,0
Ara_1264,0
Ara_1518,2
Ara_1713,0
Ara_1159,0
Ara_1358,0
Ara_1879,0
Ara_1566,0
Ara_1888,1
Ara_1343,0
Ara_1374,1
Ara_1284,2
Ara_1332,0
Ara_1095,2
Ara_1120,0
Ara_1776,1
Ara_1945,0
Ara_1640,0
Ara_2089,0
Ara_1061,0
Ara_1435,0
Ara_1378,0
Ara_1434,1
Ara_1860,0
Tri_309,20
Tri_135,83
Tri_230,1126
Tri_283,316
Tri_387,437
Tri_284,11
Tri_169,32
Tri_173,543
Tri_358,126
Tri_264,158
Tri_154,106
Tri_365,372
Tri_375,54
Tri_206,204
Tri_380,1967
Tri_324,859
Tri_374,1615
Tri_214,445
Tri_366,296
Tri_357,729
Tri_399,434
Tri_153,335
Tri_200,76
Tri_389,95
Tri_313,366
Tri_377,56
Tri_171,22
Tri_295,144
Tri_361,842
Tri_362,62
Tri_288,283
Tri_235,22
Tri_240,2
Tri_128,584
Tri_187,501
Tri_340,19
Tri_222,384
Tri_265,323
Tri_170,34
Tri_164,370
Tri_352,115
Tri_314,289
Tri_260,4
Tri_271,20
Tri_261,55
Tri_294,63
Tri_329,113
Tri_307,315
Tri_168,73
Tri_167,32
Tri_310,121
Tri_350,378
Tri_155,267
Tri_204,320
Tri_315,56
Tri_159,156
Tri_138,87
Tri_158,186
Tri_144,345
Tri_208,54
Tri_353,91
Tri_213,150
Tri_149,27
Tri_132,26
Tri_129,48
Tri_224,93
Tri_292,246
Tri_185,264
Tri_274,234
Tri_342,13
Tri_181,98
Tri_179,232
Tri_131,83
Tri_401,165
Tri_281,1001
Tri_306,149
Tri_410,32
Tri_394,48
Tri_256,577
Tri_330,57
Tri_140,18
Tri_199,120
Tri_147,72
Tri_409,201
Tri_282,278
Tri_228,745
Tri_183,163
Tri_166,18
Tri_376,63
Tri_217,92
Tri_327,56
Tri_125,114
Tri_127,40
Tri_269,299
Tri_277,34
Tri_162,49
Tri_244,20
Tri_241,23
Tri_369,104
Tri_392,36
Tri_280,131
Tri_397,3
Tri_246,15
Tri_273,103
Tri_383,2
Tri_270,98
Tri_226,24
Tri_136,47
Tri_297,57
Tri_390,17
Tri_175,69
Tri_229,17
Tri_396,1
Tri_386,93
Tri_267,16
Tri_151,112
Tri_278,27
Tri_321,12
Tri_227,232
Tri_304,6
Tri_189,106
Tri_414,3
Tri_367,25
Tri_412,4
Tri_363,98
Tri_254,56
Tri_252,11
Tri_339,30
Tri_408,3
Tri_328,11
Tri_398,40
Tri_287,91
Tri_286,10
Tri_300,2
Tri_393,12
Tri_218,19
Tri_319,35
Tri_406,34
Tri_266,12
Tri_268,12
Tri_356,20
Tri_177,15
Tri_211,5
Tri_195,18
Tri_279,6
Tri_372,19
Tri_216,57
Tri_332,17
Tri_403,2
Tri_289,34
Tri_272,21
Tri_233,9
Tri_197,1
Tri_326,22
Tri_275,7
Tri_384,3
Tri_156,6
Tri_191,19
Tri_220,15
Tri_142,17
Tri_347,0
Tri_343,1
Tri_291,0
Tri_193,10
Tri_259,1
Tri_238,4
Tri_201,0
Tri_335,3
Tri_334,0
Tri_237,0
Tri_134,0
Tri_243,0
Tri_344,6
Tri_341,6
Tri_317,3
Tri_290,1
Tri_444,0
Tri_413,1
Tri_124,3
Tri_242,0
Tri_223,1
Tri_209,2
Tri_239,1
Tri_245,3
Tri_236,1
Tri_182,0
Hedychrum neimelai agg,40
EVAGETES dubius,12
ANOPLIUS viaticus,63
EUMENES coarctatus,24
VESPA crabro,536
DOLICHOVESPULA media,221
VESPULA germanica,406
VESPULA vulgaris,1000
CROSSOCERUS palmipes,1
CROSSOCERUS walkeri,11
MIMESA equestris,81
DIODONTUS insidiosus,11
AMMOPHILA sabulosa,190
MELLINUS arvensis,290
CERCERIS rybyensis,267
OMALUS aeneus,17
PSEUDOMALUS auratus,67
ELAMPUS panzeri,16
OMALUS puncticollis,9
PSEUDOMALUS violaceus,11
HEDYCHRIDIUM ardens,75
HEDYCHRIDIUM cupreum,6
HEDYCHRIDIUM roseum,49
CHRYSIS angustula,117
TRICHRYSIS cyanea,146
CHRYSIS illigeri,20
CHRYSIS ignita s.s.,26
CHRYSIS impressa,71
CHRYSIS mediata,22
CHRYSIS pseudobrevitarsis,0
CHRYSIS ruddii,11
CHRYSIS rutiliventris,49
CHRYSIS viridula,34
CHRYSIS schencki,8
PSEUDOSPINOLIA neglecta,4
CLEPTES nitidulus,3
CLEPTES semiauratus,15
TIPHIA femorata,128
TIPHIA minuta,73
METHOCHA articulata,19
MYRMOSA atra,130
MUTILLA europaea,25
SMICROMYRME rufipes,12
MONOSAPYGA clavicornis,14
SAPYGA quinquepunctata,34
DIPOGON subintermedius,82
DIPOGON variegatus,59
AUPLOPUS carbonarius,29
CALIADURGUS fasciatellus,47
CRYPTOCHEILUS notatus,13
PRIOCNEMIS agilis,11
PRIOCNEMIS cordivalvata,2
PRIOCNEMIS coriacea,21
PRIOCNEMIS exaltata,131
PRIOCNEMIS fennica,46
PRIOCNEMIS confusor,7
PRIOCNEMIS hyalinata,10
PRIOCNEMIS parvula,82
PRIOCNEMIS perturbator,173
PRIOCNEMIS pusilla,49
PRIOCNEMIS schioedtei,19
PRIOCNEMIS susterai,36
POMPILUS cinereus,91
AGENIOIDEUS cinctellus,54
ARACHNOSPILA anceps,229
ARACHNOSPILA consobrina,2
ARACHNOSPILA minutula,20
ARACHNOSPILA spissa,91
ARACHNOSPILA trivialis,27
ARACHNOSPILA wesmaeli,3
EVAGETES crassicornis,106
ANOPLIUS caviventris,2
ANOPLIUS concinnus,24
ANOPLIUS infuscatus,55
ANOPLIUS nigerrimus,214
EPISYRON rufipes,100
APORUS unicolor,11
HOMONOTUS sanguinolentus,1
CEROPALES maculata,7
CEROPALES variegata,0
ODYNERUS melanocephalus,16
ODYNERUS spinipes,69
GYMNOMERUS laevipes,27
MICRODYNERUS exilis,22
ANCISTROCERUS antilope,0
ANCISTROCERUS gazella,175
ANCISTROCERUS nigricornis,55
ANCISTROCERUS oviventris,117
ANCISTROCERUS parietinus,60
ANCISTROCERUS parietum,65
ANCISTROCERUS scoticus,89
ANCISTROCERUS trifasciatus,116
SYMMORPHUS crassicornis,4
SYMMORPHUS gracilis,73
SYMMORPHUS bifasciatus,128
DOLICHOVESPULA norwegica,125
DOLICHOVESPULA sylvestris,480
DOLICHOVESPULA saxonica,84
VESPULA austriaca,25
VESPULA rufa,263
ASTATA boops,80
DRYUDELLA pinguis,20
TACHYSPHEX pompiliformis,133
TACHYSPHEX nitidus s.l.,6
MISCOPHUS concolor,10
TRYPOXYLON attenuatum,195
TRYPOXYLON clavicerum,183
TRYPOXYLON figulus s.l.,46
CRABRO cribrarius,174
CRABRO peltarius,61
CRABRO scutellatus,20
CROSSOCERUS annulipes,177
CROSSOCERUS binotatus,14
CROSSOCERUS capitosus,40
CROSSOCERUS cetratus,85
CROSSOCERUS dimidiatus,95
CROSSOCERUS distinguendus,69
CROSSOCERUS elongatulus,221
CROSSOCERUS leucostomus,10
CROSSOCERUS megacephalus,211
CROSSOCERUS nigritus,60
CROSSOCERUS ovalis,87
CROSSOCERUS podagricus,279
CROSSOCERUS varus,174
CROSSOCERUS quadrimaculatus,196
CROSSOCERUS styrius,13
CROSSOCERUS tarsatus,56
CROSSOCERUS wesmaeli,65
ECTEMNIUS cavifrons,177
ECTEMNIUS cephalotes,89
ECTEMNIUS continuus,405
ECTEMNIUS dives,28
ECTEMNIUS lapidarius,48
ECTEMNIUS lituratus,213
ECTEMNIUS rubicola,58
ECTEMNIUS ruficornis,30
ECTEMNIUS sexcinctus,26
LINDENIUS albilabris,250
LINDENIUS panzeri,45
ENTOMOGNATHUS brevis,100
RHOPALUM clavipes,77
RHOPALUM coarctatum,112
OXYBELUS argentatus,10
OXYBELUS mandibularis,3
OXYBELUS uniglumis,224
MIMESA bicolor,3
MIMUMESA dahlbomi,99
MIMESA lutaria,28
MIMUMESA spooneri,1
MIMUMESA unicolor,20
PSENULUS concolor,29
PSENULUS pallipes,114
PSENULUS schencki,5
SPILOMENA beata,6
Spilomena curruca agg,14
SPILOMENA troglodytes,22
STIGMUS solskyi,65
STIGMUS pendulus,33
PEMPHREDON inornata,132
PEMPHREDON lethifer,131
PEMPHREDON lugubris,220
PEMPHREDON morio,12
DIODONTUS luperus,46
DIODONTUS minutus,83
DIODONTUS tristis,22
PASSALOECUS clypealis,4
PASSALOECUS corniger,89
PASSALOECUS eremita,29
PASSALOECUS gracilis,53
PASSALOECUS insignis,40
PASSALOECUS monilicornis,20
PASSALOECUS singularis,130
PASSALOECUS turionum,2
AMMOPHILA pubescens,12
PODALONIA affinis,15
PODALONIA hirsuta,24
NYSSON dimidiatus,29
NYSSON spinosus,63
NYSSON trimaculatus,39
DIDINEIS lunicornis,14
LESTIPHORUS bicinctus,26
GORYTES laticinctus,13
GORYTES quadrifasciatus,51
HARPACTUS tumidus,45
Argogorytes fargei,8
ARGOGORYTES mystaceus,136
CERCERIS arenaria,164
CERCERIS quinquefasciata,33
CERCERIS ruficornis,27
PHILANTHUS triangulum,148
HEDYCHRIDIUM coriaceum,6
CHRYSIS ignita s.l.,77
CHRYSURA radians,7
EVAGETES pectinipes,0
EUODYNERUS quadrifasciatus,0
PSEUDEPIPONA herrichii,1
ODYNERUS simillimus,3
MISCOPHUS ater,1
TRYPOXYLON medium,112
ECTEMNIUS borealis,5
CERCERIS quadricincta,5
APHELOPUS serratus,4
ANTEON brachycerum,2
ANTEON jurineanum,6
GONATOPUS clavipes,3
BETHYLUS cephalotes,16
BETHYLUS fuscicornis,14
APHELOPUS atratus,3
APHELOPUS melaleucus,17
APHELOPUS nigriceps,3
APHELOPUS querceus,0
ANTEON flavicorne,3
LONCHODRYINUS ruficornis,13
ANTEON ephippiger,2
ANTEON fulviventre,5
ANTEON gaullei,5
ANTEON infectum,5
ANTEON tripartitum,1
ANTEON pubicorne,13
ANTEON scapulare,0
GONATOPUS distinguendus,0
GONATOPUS lunatus,0
GONATOPUS bicolor,1
GONATOPUS albosignatus,0
EMBOLEMUS ruddii,0
CEPHALONOMIA formiciformis,0
BETHYLUS dendrophilus,0
TRYPOXYLON figulus s.s.,31
TACHYSPHEX unicolor s.s.,0
ANTEON arcuatum,2
ANTEON exiguum,0
EPYRIS niger,1
BETHYLUS boops,1
SYMMORPHUS connexus,2
CHRYSIS gracillima,9
SPILOMENA enslini,5
NITELA lucens,6
MIMUMESA atratina,2
MIMESA bruxellensis,5
MIMUMESA littoralis,2
CROSSOCERUS exiguus,1
PEMPHREDON rugifera,8
DIPOGON bifasciatus,5
CROSSOCERUS vagabundus,2
GONIOZUS claripennis,2
CHRYSIS fulgida,0
NITELA borealis,0
EPYRIS bilineatus,1
RHOPALUM gracile,0
GONATOPUS striatus,1
CHRYSURA hirsuta,3
POLISTES dominula,2
DRYINUS niger,0
AGENIOIDEUS sericeus,0
DRYINUS collaris,0
ANTEON reticulatum,0
ALLEPYRIS microneurus,0
EUMENES papillarius,1
CROSSOCERUS congener,1
HAPLOGONATOPUS oratorius,0
NYSSON interruptus,1
Hedychrum nobile,0
PSEUDISOBRACHIUM subcyaneum,0
Col_2266,14
Col_2057,99
Col_3609,447
Col_6909,66
Col_6051,17
Col_6049,150
Col_6019,866
Col_5625,307
Col_5621,450
Col_5492,165
Col_5064,35
Col_4632,248
Col_3599,322
Col_2506,276
Col_2220,25
Col_1777,1
Col_1776,239
Col_1723,356
Col_5622,364
Col_1775,134
Col_6034,136
Col_3330,2
Col_6021,198
Col_6660,3
Col_3748,55
Col_5000,149
Col_6018,17
Col_3976,84
Col_4215,428
Col_6702,88
Col_5065,127
Col_5897,123
Col_1738,132
Col_1897,44
Col_2462,31
Col_7030,72
Col_5910,31
Col_5121,269
Col_5123,70
Col_3144,216
Col_3754,57
Col_5285,129
Col_4186,49
Col_3974,71
Col_1725,33
Tatianaerhynchites aequatus,326
Col_2505,245
Col_4217,295
Col_6587,393
Col_5491,81
Col_3607,55
Col_6014,385
Col_5490,77
Col_6939,22
Col_6025,268
Col_4692,4
Col_3246,21
Col_3245,36
Col_6601,13
Col_5827,67
Col_1655,24
Col_1654,21
Col_1724,124
Col_6017,15
Col_6938,52
Col_2504,137
Col_4133,181
Col_2267,7
Col_3145,36
Col_3014,37
Col_5063,19
Col_6845,37
Col_6015,336
Col_4231,57
Col_3602,60
Col_3608,2
Col_3601,200
Col_1125,96
Col_1126,65
Col_1128,11
Col_1142,1
Col_1335,15
Allopentarthrum elumbe,0
Col_1417,50
Col_1419,65
Col_1521,1
Col_1526,343
Col_1570,93
Col_1571,11
Col_1616,67
Col_1618,50
Col_1619,0
Col_1620,16
Col_1622,276
Col_1623,0
Col_1624,39
Col_1625,15
Col_1626,386
Col_1627,5
Col_1628,13
Col_1629,15
Apion carduorum s.lat.,33
Col_1722,35
Apion frumentarium s.lat.,53
Apion loti s.lat.,1
Col_1726,14
Col_1745,2
Col_1747,286
Col_1748,215
Col_1886,32
Col_1902,4
Col_1903,17
Col_1938,26
Col_1939,0
Col_1941,1
Col_1942,0
Col_1943,2
Col_1945,4
Col_1946,7
Col_1947,41
Col_1948,0
Col_1949,5
Col_1950,12
Col_1951,1
Col_1952,0
Col_1954,1
Col_1956,3
Col_1957,7
Col_1958,7
Col_1961,0
Col_1964,61
Col_1965,67
Col_1966,26
Col_1974,21
Col_2168,16
Col_2170,0
Brachypera dauci,4
Brachypera zoilus,65
Col_2196,14
Col_2197,2
Bradybatus fallax,1
Col_2289,11
Col_2290,37
Col_2340,6
Col_7400,2
Col_2463,74
Col_7062,17
Col_2470,1
Col_2471,3
Col_2472,14
Col_2473,3
Col_7063,18
Col_2545,45
Col_2546,17
Ceutorhynchus assimilis s.lat.,147
Col_2547,12
Col_2549,13
Col_2550,45
Col_2551,25
Col_2552,112
Ceutorhynchus contractus pallipes,0
Col_2553,137
Col_2555,5
Ceutorhynchus inaffectatus,1
Col_2556,2
Col_2557,402
Col_2558,483
Col_2559,0
Col_2560,5
Col_2561,10
Col_2562,22
Col_2563,6
Col_2564,1
Col_2565,67
Col_2566,1
Col_2567,7
Col_2568,7
Col_2569,12
Col_2571,1
Col_2572,21
Col_2573,332
Col_2574,1
Charagmus gressorius,1
Col_2593,28
Col_2623,3
Col_2673,22
Col_2675,156
Col_2676,89
Col_2677,2
Col_2678,12
Col_2679,403
Col_2680,95
Col_2718,18
Col_2720,21
Col_2721,4
Col_2722,0
Col_2724,35
Col_2756,120
Col_2757,29
Col_2758,21
Col_2760,6
Col_2761,50
Col_2765,55
Col_2766,3
Col_2767,5
Conarthrus praeustus,0
Col_2800,0
Col_2860,11
Col_2863,5
Col_2864,1
Col_2867,0
Col_2889,3
Col_2977,10
Col_2994,12
Col_2995,270
Col_2996,57
Col_2997,8
Col_2998,154
Col_2999,20
Col_3012,20
Col_3013,17
Col_3110,2
Col_3111,0
Col_3112,44
Col_3113,3
Col_3129,2
Col_3194,6
Col_3252,0
Col_3287,49
Col_3288,24
Col_3289,2
Col_3290,20
Col_3291,42
Col_3293,30
Col_3294,57
Col_3295,2
Col_3296,0
Col_3297,212
Col_3298,23
Col_3299,4
Col_3317,50
Col_3322,5
Col_3323,55
Col_3324,127
Col_3390,11
Enedreytes hilaris,0
Col_3491,74
Col_3492,13
Col_3494,8
Col_3501,1
Col_3509,24
Col_3542,298
Col_3543,3
Col_3600,46
Col_3606,12
Col_1970,200
Col_1972,385
Col_1973,0
Col_3623,2
Col_3692,51
Col_3693,0
Col_3694,4
Col_3695,31
Col_3740,47
Col_3743,1
Col_3744,20
Col_3750,16
Col_3751,16
Col_3752,1
Col_3753,40
Col_3804,163
Col_3805,14
Col_3880,0
Col_3916,7
Col_3917,14
Col_3975,59
Col_4088,4
Col_4089,62
Col_4090,12
Col_4091,33
Col_4092,10
Col_4093,23
Col_4096,19
Col_4100,41
Col_4102,34
Col_4103,107
Col_4101,6
Col_4108,129
Col_4109,0
Col_4113,143
Col_4122,49
Col_4125,4
Col_4126,5
Col_4127,33
Col_4128,159
Col_4129,5
Hypera pastinacae,0
Col_4131,132
Col_4132,81
Col_4134,138
Col_4135,17
Col_4136,58
Col_4187,23
Col_4189,9
Col_4191,18
Col_4196,7
Col_4197,0
Col_4216,98
Col_4222,5
Col_4223,30
Col_4227,8
Col_4232,15
Col_4243,17
Col_4248,28
Col_4297,49
Larinus turbinatus,1
Col_4302,23
Col_4303,10
Col_7459,0
Col_4368,237
Col_4369,7
Col_4370,0
Col_4436,102
Col_4437,36
Col_4443,9
Col_4444,0
Col_4459,203
Col_4464,20
Col_4465,3
Col_4485,28
Col_4574,1
Col_4600,105
Col_4601,9
Col_4602,26
Col_4603,40
Col_4604,7
Col_4605,8
Col_4606,7
Magdalis rufa,0
Col_4607,44
Col_4655,10
Col_4656,12
Col_4657,15
Col_4658,46
Col_4659,502
Col_4660,205
Col_4700,2
Col_4795,18
Col_4808,272
Col_4838,41
Col_4839,74
Col_4840,6
Col_4861,2
Col_4875,59
Col_4876,2
Col_4877,22
Col_4888,21
Col_5035,1287
Col_5044,29
Col_5045,136
Col_5046,112
Col_5066,6
Col_5067,1
Col_5078,3
Col_5079,10
Col_5122,4
Col_5270,10
Col_5284,1
Col_5286,0
Col_5343,82
Col_5344,0
Col_5345,418
Col_5346,15
Col_5347,110
Col_5348,162
Col_5349,115
Col_5350,104
Col_5351,3
Col_5364,26
Col_5377,8
Col_5378,35
Col_5392,4
Col_5393,12
Col_5395,0
Col_5411,44
Col_5412,20
Col_5413,78
Col_5414,2
Col_5416,50
Col_5418,15
Otiorhynchus cribricollis,0
Col_5419,25
Otiorhynchus dieckmanni,4
Col_5420,48
Col_5423,36
Col_5424,149
Col_5426,14
Col_5427,8
Col_5428,55
Col_5429,44
Col_5430,1
Col_5431,25
Col_5432,0
Col_5433,577
Col_5434,289
Col_5493,113
Col_5512,49
Col_5513,0
Col_5517,0
Col_5579,429
Col_5595,14
Col_5596,24
Col_5597,16
Col_5598,0
Col_5599,81
Col_5600,11
Col_5601,10
Col_5617,9
Col_5620,3
Col_5624,131
Col_5721,125
Col_5736,27
Col_5744,3
Col_5745,3
Col_5750,29
Col_5756,0
Col_5775,451
Col_5776,243
Col_5777,141
Col_5778,132
Col_5779,665
Col_5780,930
Col_5781,843
Col_5782,8
Col_5783,191
Col_5784,100
Col_5816,50
Col_5829,14
Col_5830,23
Col_5831,0
Col_5833,63
Col_5834,0
Col_5836,11
Col_5837,3
Col_5841,4
Col_5842,12
Col_5891,46
Col_5954,330
Col_5955,19
Col_5956,19
Col_5957,87
Polydrusus impressifrons,1
Col_5959,1
Col_5960,10
Col_5961,43
Col_5962,313
Col_5963,45
Col_5964,133
Col_5966,4
Col_5976,155
Col_6001,8
Protapion assimile ssp. ryei,2
Col_6016,22
Col_6020,4
